RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,SIZE_numeric,FOCUS_numeric,RES_numeric,STATUS_numeric,Region_Africa,Region_Americas,Region_Asia,Region_Europe,Region_Oceania
109.0,91.0,University of Zurich,Switzerland,Europe,L,FO,VH,A,59.9,124.0,26.4,361.0,92.2,78.0,40.1,352.0,100.0,71.0,42.8,338.0,94.3,90.0,88.6,84.0,58.7,,3,1.0,4,,False,False,False,True,False
111.0,123.0,Politecnico di Milano,Italy,Europe,XL,FO,VH,A,70.8,90.0,77.0,82.0,5.8,701.0,40.2,351.0,67.4,292.0,56.8,262.0,88.1,197.0,52.9,239.0,72.6,,4,1.0,4,,False,False,False,True,False
108.0,93.0,Boston University,United States,Americas,L,FC,VH,B,61.9,111.0,69.1,104.0,38.3,413.0,41.3,336.0,34.3,468.0,88.9,130.0,86.9,216.0,77.2,132.0,65.9,,3,,4,,False,True,False,False,False
113.0,109.0,Aalto University,Finland,Europe,L,FO,VH,A,45.7,180.0,40.6,231.0,33.2,476.0,73.6,141.0,95.2,146.0,40.1,354.0,78.2,355.0,95.1,52.0,94.7,59.0,3,1.0,4,,False,False,False,True,False
114.0,97.0,Georgia Institute of Technology,United States,Americas,XL,CO,VH,A,67.1,102.0,82.6,68.0,20.3,665.0,52.8,243.0,21.3,584.0,66.4,224.0,75.5,397.0,43.1,298.0,39.5,,4,0.0,4,,False,True,False,False,False
115.0,112.0,University of Waterloo,Canada,Americas,XL,CO,VH,A,40.4,211.0,64.2,124.0,6.5,701.0,78.9,118.0,75.8,257.0,71.3,206.0,84.6,256.0,58.9,209.0,93.3,,4,0.0,4,,False,True,False,False,False
116.0,102.0,University of Wisconsin-Madison,United States,Americas,XL,FC,VH,A,77.7,74.0,47.8,193.0,74.3,170.0,23.7,513.0,35.3,454.0,23.6,498.0,91.6,149.0,81.6,116.0,59.6,,4,,4,,False,True,False,False,False
117.0,115.0,University of Helsinki,Finland,Europe,L,CO,VH,A,62.3,110.0,29.1,324.0,59.4,246.0,49.6,267.0,73.4,272.0,5.7,701.0,96.9,43.0,90.5,74.0,94.5,60.0,3,0.0,4,,False,False,False,True,False
118.0,149.0,Indian Institute of Technology Bombay (IITB),India,Asia,L,FO,VH,A,58.5,131.0,86.0,63.0,14.4,701.0,79.1,116.0,4.3,701.0,1.3,701.0,52.3,701.0,64.5,182.0,52.5,,3,1.0,4,,False,False,True,False,False
119.0,117.0,University of Oslo,Norway,Europe,L,FC,VH,A,55.6,139.0,16.0,534.0,73.8,175.0,55.7,225.0,91.6,180.0,31.7,416.0,97.3,35.0,80.9,121.0,72.1,,3,,4,,False,False,False,True,False
120.0,145.0,Queen Mary University of London,United Kingdom,Europe,L,FC,VH,A,48.3,170.0,36.9,254.0,30.4,515.0,62.8,184.0,99.5,96.0,99.2,54.0,92.5,127.0,21.4,534.0,95.6,54.0,3,,4,,False,False,False,True,False
120.0,114.0,Western University,Canada,Americas,XL,FC,VH,A,32.6,270.0,38.9,243.0,3.3,701.0,93.4,60.0,99.8,94.0,49.5,299.0,81.5,296.0,96.7,38.0,99.3,10.0,4,,4,,False,True,False,False,False
122.0,173.0,Qatar University,Qatar,Asia,M,FC,VH,A,29.8,297.0,50.6,175.0,68.1,191.0,48.2,277.0,100.0,24.0,96.5,83.0,89.4,177.0,98.6,20.0,74.0,196.0,2,,4,,False,False,True,False,False
123.0,140.0,RMIT University,Australia,Oceania,XL,CO,VH,A,40.4,210.0,48.0,192.0,5.2,701.0,77.7,122.0,100.0,45.0,91.4,116.0,83.2,276.0,38.4,334.0,93.9,,4,0.0,4,,False,False,False,False,True
123.0,145.0,Sungkyunkwan University(SKKU),South Korea,Asia,L,FC,VH,B,57.9,134.0,70.7,100.0,80.5,131.0,41.3,338.0,17.5,632.0,41.7,341.0,54.2,701.0,36.5,348.0,79.1,,3,,4,,False,False,True,False,False
125.0,116.0,University of Southern California,United States,Americas,XL,FC,VH,B,50.4,160.0,54.5,156.0,17.3,701.0,58.0,211.0,26.0,523.0,74.1,192.0,85.8,235.0,92.6,66.0,97.7,,4,,4,,False,True,False,False,False
126.0,120.0,Humboldt-Universität zu Berlin,Germany,Europe,XL,FC,VH,A,89.2,46.0,69.9,102.0,7.4,701.0,27.0,476.0,69.1,288.0,35.1,391.0,93.1,114.0,19.0,580.0,19.9,,4,,4,,False,False,False,True,False
126.0,171.0,University College Dublin,Ireland,Europe,L,FC,VH,A,51.4,158.0,43.5,210.0,16.6,701.0,46.4,298.0,99.1,105.0,74.8,188.0,87.2,212.0,89.8,77.0,95.6,,3,,4,,False,False,False,True,False
128.0,118.0,Stockholm University,Sweden,Europe,L,CO,VH,A,52.5,155.0,21.0,436.0,26.7,563.0,64.5,174.0,80.7,235.0,89.8,122.0,95.7,65.0,86.6,94.0,58.7,,3,0.0,4,,False,False,False,True,False
129.0,110.0,Newcastle University,United Kingdom,Europe,L,FC,VH,A,50.0,164.0,59.3,137.0,39.2,399.0,38.7,362.0,89.5,193.0,68.6,217.0,97.1,42.0,31.3,403.0,97.1,,3,,4,,False,False,False,True,False
130.0,118.0,"University of California, Davis",United States,Americas,XL,FC,VH,A,63.0,109.0,48.0,191.0,23.5,617.0,52.5,246.0,72.7,275.0,51.3,286.0,90.6,163.0,22.8,501.0,76.1,,4,,4,,False,True,False,False,False
131.0,124.0,University of Basel,Switzerland,Europe,M,FC,VH,A,26.6,331.0,13.5,601.0,61.4,232.0,94.5,53.0,100.0,44.0,85.8,147.0,89.4,176.0,69.9,160.0,44.6,,2,,4,,False,False,False,True,False
132.0,134.0,Sapienza University of Rome,Italy,Europe,XL,FC,VH,A,80.7,70.0,48.5,189.0,5.0,701.0,45.3,305.0,3.1,701.0,8.0,701.0,97.1,41.0,88.0,87.0,72.3,,4,,4,,False,False,False,True,False
133.0,154.0,Alma Mater Studiorum - University of Bologna,Italy,Europe,XL,FC,VH,A,80.8,69.0,47.8,194.0,3.7,701.0,46.6,296.0,14.5,672.0,12.3,672.0,96.0,56.0,53.8,232.0,88.4,108.0,4,,4,,False,False,False,True,False
133.0,130.0,Macquarie University,Australia,Oceania,L,FC,VH,A,33.4,262.0,39.2,241.0,9.1,701.0,79.6,111.0,99.9,88.0,91.6,112.0,90.9,157.0,54.1,231.0,95.0,57.0,3,,4,,False,False,False,False,True
133.0,137.0,University of Science and Technology of China,China (Mainland),Asia,L,CO,VH,A,50.0,162.0,23.7,402.0,94.7,63.0,97.7,38.0,11.6,701.0,5.1,701.0,75.7,393.0,31.9,395.0,11.9,622.0,3,0.0,4,,False,False,True,False,False
136.0,124.0,Eindhoven University of Technology,Netherlands,Europe,M,FO,VH,A,28.7,306.0,72.1,96.0,35.7,442.0,79.3,114.0,100.0,75.0,82.7,164.0,70.8,472.0,24.2,468.0,29.8,,2,1.0,4,,False,False,False,True,False
137.0,130.0,University of Vienna,Austria,Europe,XL,FC,VH,A,70.9,89.0,40.4,235.0,23.2,619.0,13.0,667.0,100.0,70.0,92.0,109.0,96.0,57.0,89.7,78.0,60.9,265.0,4,,4,,False,False,False,True,False
138.0,159.0,Universiti Kebangsaan Malaysia (UKM),Malaysia,Asia,L,FC,VH,A,61.7,113.0,66.4,114.0,80.4,132.0,14.1,651.0,45.7,392.0,78.8,175.0,83.7,269.0,22.5,510.0,64.4,,3,,4,,False,False,True,False,False
139.0,129.0,Chalmers University of Technology,Sweden,Europe,M,FO,VH,B,26.3,338.0,50.4,177.0,50.5,306.0,77.4,125.0,100.0,56.0,63.1,240.0,77.0,378.0,31.7,399.0,87.0,113.0,2,1.0,4,,False,False,False,True,False
139.0,159.0,Universidad de Chile,Chile,Americas,XL,FC,VH,A,82.8,63.0,90.0,52.0,8.0,701.0,11.2,701.0,8.5,701.0,4.5,701.0,77.1,377.0,96.1,42.0,64.1,,4,,4,,False,True,False,False,False
141.0,122.0,Lancaster University,United Kingdom,Europe,L,FC,VH,A,38.9,222.0,36.7,255.0,27.7,551.0,69.6,157.0,93.3,166.0,92.3,105.0,89.7,171.0,28.8,431.0,96.2,,3,,4,,False,False,False,True,False
141.0,126.0,Leiden University,Netherlands,Europe,XL,FC,VH,A,68.4,95.0,32.9,288.0,21.3,649.0,54.5,234.0,85.0,220.0,51.7,284.0,95.2,72.0,48.8,263.0,25.5,,4,,4,,False,False,False,True,False
141.0,145.0,Rice University,United States,Americas,M,CO,VH,B,39.1,220.0,27.3,350.0,62.5,222.0,87.9,83.0,77.5,247.0,94.1,99.0,62.2,602.0,29.5,421.0,20.6,529.0,2,0.0,4,,False,True,False,False,False
144.0,143.0,Aarhus University,Denmark,Europe,L,FC,VH,A,54.7,144.0,27.6,349.0,30.8,509.0,63.8,177.0,89.8,192.0,11.9,682.0,96.1,54.0,69.5,162.0,76.4,,3,,4,,False,False,False,True,False
145.0,141.0,Nanjing University,China (Mainland),Asia,XL,FC,VH,A,57.1,135.0,32.5,290.0,35.6,443.0,93.0,63.0,61.9,317.0,7.6,701.0,67.1,520.0,29.0,430.0,16.5,,4,,4,,False,False,True,False,False
146.0,137.0,Universiti Sains Malaysia (USM),Malaysia,Asia,L,FC,VH,A,63.3,106.0,69.7,103.0,46.4,331.0,19.6,560.0,24.3,545.0,96.4,87.0,87.8,200.0,20.1,561.0,71.2,,3,,4,,False,False,True,False,False
147.0,154.0,Technische Universität Berlin (TU Berlin),Germany,Europe,L,CO,VH,A,55.3,142.0,74.3,88.0,58.0,252.0,22.1,530.0,63.2,311.0,74.8,187.0,86.1,232.0,37.7,341.0,35.4,,3,0.0,4,,False,False,False,True,False
148.0,158.0,Universiti Putra Malaysia (UPM),Malaysia,Asia,L,FC,VH,A,61.0,118.0,61.9,131.0,58.8,250.0,25.7,490.0,36.1,441.0,92.0,108.0,80.5,314.0,17.5,607.0,53.5,,3,,4,,False,False,True,False,False
149.0,143.0,King Abdulaziz University (KAU),Saudi Arabia,Asia,XL,FC,VH,A,59.8,125.0,61.4,133.0,41.6,374.0,34.4,387.0,89.3,195.0,9.5,701.0,93.1,118.0,35.9,353.0,58.4,275.0,4,,4,,False,False,True,False,False
150.0,197.0,Indian Institute of Technology Delhi (IITD),India,Asia,M,FO,VH,A,54.1,147.0,80.9,73.0,17.3,701.0,77.4,126.0,3.1,701.0,1.5,701.0,63.3,582.0,35.1,361.0,32.7,,2,1.0,4,,False,False,True,False,False
150.0,148.0,University of Bath,United Kingdom,Europe,L,CO,VH,A,35.8,245.0,67.9,109.0,18.3,701.0,52.0,250.0,94.3,159.0,80.0,171.0,84.2,259.0,35.2,360.0,90.4,92.0,3,0.0,4,,False,False,False,True,False
152.0,136.0,Michigan State University,United States,Americas,XL,FC,VH,A,59.5,127.0,48.6,188.0,11.4,701.0,50.3,259.0,54.5,344.0,12.4,668.0,97.5,32.0,57.1,211.0,96.3,,4,,4,,False,True,False,False,False
152.0,176.0,Nagoya University,Japan,Asia,L,FC,VH,A,63.2,108.0,65.8,117.0,84.7,107.0,25.4,494.0,14.5,671.0,19.6,550.0,64.8,559.0,21.5,533.0,75.0,,3,,4,,False,False,True,False,False
154.0,134.0,Texas A&M University,United States,Americas,XL,FC,VH,A,61.2,116.0,66.0,115.0,4.4,701.0,64.3,176.0,21.9,569.0,12.1,678.0,92.6,125.0,44.4,287.0,39.5,,4,,4,,False,True,False,False,False
155.0,128.0,University of Geneva,Switzerland,Europe,L,FC,VH,A,45.5,183.0,17.2,499.0,40.4,387.0,62.4,189.0,100.0,51.0,97.6,74.0,94.2,93.0,49.5,258.0,42.3,,3,,4,,False,False,False,True,False
155.0,132.0,"University of North Carolina, Chapel Hill",United States,Americas,XL,FC,VH,A,61.4,114.0,36.5,258.0,72.9,179.0,47.2,288.0,23.5,555.0,11.1,696.0,91.6,147.0,55.2,225.0,44.6,,4,,4,,False,True,False,False,False
155.0,151.0,Wageningen University & Research,Netherlands,Europe,L,CO,VH,A,42.1,204.0,23.8,401.0,98.6,43.0,41.3,336.0,59.4,328.0,81.2,169.0,97.9,27.0,21.1,542.0,92.3,75.0,3,0.0,4,,False,False,False,True,False
158.0,176.0,Erasmus University Rotterdam ,Netherlands,Europe,L,FO,VH,A,37.0,233.0,58.2,139.0,18.1,701.0,63.3,182.0,76.0,256.0,70.0,211.0,85.4,240.0,89.3,80.0,28.7,455.0,3,1.0,4,,False,False,False,True,False
159.0,141.0,Université de Montréal ,Canada,Americas,XL,FC,VH,A,55.5,140.0,32.8,289.0,76.0,160.0,19.3,566.0,87.6,205.0,54.1,273.0,84.9,247.0,54.2,229.0,91.4,,4,,4,,False,True,False,False,False
159.0,139.0,University of Groningen,Netherlands,Europe,XL,FC,VH,A,52.3,156.0,34.4,275.0,49.3,318.0,41.2,339.0,93.2,168.0,83.5,161.0,94.1,97.0,40.0,319.0,40.1,368.0,4,,4,,False,False,False,True,False
161.0,126.0,University of Bern,Switzerland,Europe,M,FO,VH,A,29.7,298.0,16.1,530.0,45.9,338.0,99.3,22.0,100.0,48.0,38.0,370.0,93.8,103.0,30.7,410.0,52.1,,2,1.0,4,,False,False,False,True,False
162.0,164.0,Hanyang University,South Korea,Asia,L,FC,VH,B,43.0,199.0,78.0,81.0,77.1,153.0,28.5,458.0,17.4,636.0,57.6,257.0,63.0,584.0,43.3,295.0,85.8,,3,,4,,False,False,True,False,False
163.0,230.0,Al-Farabi Kazakh National University,Kazakhstan,Asia,L,FC,HI,A,54.2,146.0,79.6,77.0,99.3,33.0,1.4,701.0,49.0,370.0,54.2,272.0,64.7,561.0,59.6,206.0,29.8,,3,,3,,False,False,True,False,False
164.0,171.0,Complutense University of Madrid,Spain,Europe,XL,FC,VH,A,68.1,98.0,68.1,106.0,28.7,538.0,7.9,701.0,10.5,701.0,34.3,395.0,91.8,139.0,96.3,41.0,88.9,,4,,4,,False,False,False,True,False
165.0,164.0,Universitat de Barcelona,Spain,Europe,XL,FC,VH,A,73.7,85.0,30.3,312.0,12.4,701.0,38.1,364.0,23.1,559.0,26.3,461.0,96.8,44.0,71.5,153.0,92.2,,4,,4,,False,False,False,True,False
165.0,176.0,University of Liverpool,United Kingdom,Europe,L,FC,VH,A,46.1,176.0,39.4,239.0,37.8,422.0,36.6,373.0,88.3,203.0,85.4,150.0,97.2,38.0,36.3,351.0,95.6,,3,,4,,False,False,False,True,False
167.0,164.0,Kyushu University,Japan,Asia,L,FC,VH,A,58.3,133.0,66.5,113.0,78.4,149.0,27.9,466.0,18.7,,14.1,640.0,69.9,488.0,15.1,657.0,77.6,,3,,4,,False,False,True,False,False
167.0,162.0,University of Wollongong,Australia,Oceania,L,FC,VH,A,29.5,300.0,24.5,393.0,17.0,701.0,94.6,52.0,91.8,178.0,56.3,265.0,89.0,185.0,18.3,596.0,93.9,,3,,4,,False,False,False,False,True
169.0,159.0,Ghent University,Belgium,Europe,XL,FC,VH,A,53.2,150.0,24.8,384.0,78.5,148.0,21.5,538.0,79.7,241.0,21.4,522.0,99.5,9.0,72.9,145.0,98.3,21.0,4,,4,,False,False,False,True,False
169.0,153.0,The University of Exeter,United Kingdom,Europe,L,FC,VH,A,42.9,200.0,45.0,203.0,30.2,518.0,42.5,324.0,91.0,187.0,72.2,202.0,95.1,74.0,30.1,417.0,97.1,,3,,4,,False,False,False,True,False
171.0,173.0,University of Cape Town,South Africa,Africa,L,FC,VH,A,45.2,185.0,51.8,170.0,13.8,701.0,46.8,294.0,56.5,335.0,19.2,563.0,97.3,36.0,95.8,46.0,95.6,,3,,4,,True,False,False,False,False
172.0,169.0,University of Reading,United Kingdom,Europe,L,CO,VH,A,32.2,273.0,41.7,226.0,13.1,701.0,65.7,169.0,86.2,214.0,78.6,177.0,91.7,142.0,47.8,268.0,94.0,61.0,3,0.0,4,,False,False,False,True,False
173.0,196.0,Hokkaido University,Japan,Asia,L,FC,VH,A,59.0,128.0,63.3,125.0,76.2,158.0,26.0,485.0,18.7,,12.1,677.0,77.7,365.0,15.5,645.0,78.1,168.0,3,,4,,False,False,True,False,False
174.0,183.0,Curtin University,Australia,Oceania,L,CO,VH,A,33.1,266.0,27.7,348.0,15.7,701.0,84.7,95.0,100.0,49.0,24.3,485.0,94.2,96.0,31.0,405.0,90.7,,3,0.0,4,,False,False,False,False,True
175.0,149.0,Universitat Autònoma de Barcelona,Spain,Europe,XL,FC,VH,A,64.0,105.0,35.8,263.0,11.5,701.0,59.5,206.0,18.5,620.0,16.5,595.0,93.1,116.0,24.0,472.0,86.7,,4,,4,,False,False,False,True,False
176.0,189.0,McMaster University,Canada,Americas,L,FC,VH,A,39.5,215.0,34.2,276.0,63.8,215.0,35.6,380.0,96.2,136.0,56.7,263.0,82.6,284.0,49.9,255.0,91.9,,3,,4,,False,True,False,False,False
171.0,154.0,Washington University in St. Louis,United States,Americas,L,FC,VH,B,36.3,241.0,12.0,601.0,99.7,29.0,47.7,283.0,85.4,220.0,72.4,201.0,83.6,270.0,31.9,396.0,86.7,,3,,4,,False,True,False,False,False
178.0,163.0,"University of California, Santa Barbara (UCSB)",United States,Americas,L,CO,VH,A,52.6,154.0,21.3,432.0,7.7,701.0,97.8,37.0,75.4,261.0,17.2,583.0,71.2,466.0,7.9,701.0,28.4,,3,0.0,4,,False,True,False,False,False
179.0,173.0,"The University of Newcastle, Australia (UON)",Australia,Oceania,L,FC,VH,A,28.3,312.0,24.5,392.0,28.7,537.0,91.7,70.0,99.9,89.0,24.2,487.0,82.0,289.0,14.8,670.0,92.4,74.0,3,,4,,False,False,False,False,True
179.0,198.0,Universidad de los Andes,Colombia,Americas,L,FC,HI,B,67.7,100.0,88.4,54.0,14.2,701.0,5.9,701.0,22.8,560.0,1.9,701.0,55.2,692.0,98.2,26.0,80.0,155.0,3,,3,,False,True,False,False,False
181.0,188.0,Universiti Teknologi Malaysia ,Malaysia,Asia,L,CO,VH,A,48.6,166.0,59.6,134.0,46.0,337.0,40.5,347.0,14.1,683.0,86.9,142.0,82.9,279.0,18.0,600.0,52.1,,3,0.0,4,,False,False,True,False,False
181.0,199.0,Waseda University,Japan,Asia,XL,CO,VH,B,60.7,122.0,96.1,30.0,23.5,616.0,3.8,701.0,27.9,507.0,28.0,445.0,66.4,533.0,83.7,106.0,56.1,,4,0.0,4,,False,False,True,False,False
183.0,310.0,Hamad Bin Khalifa University,Qatar,Asia,S,FO,VH,A,12.9,601.0,4.7,601.0,99.9,20.0,100.0,8.0,100.0,9.0,100.0,10.0,74.3,417.0,6.0,701.0,2.6,701.0,1,1.0,4,,False,False,True,False,False
184.0,167.0,University of York,United Kingdom,Europe,L,FC,VH,A,42.9,201.0,30.1,313.0,43.0,364.0,40.1,353.0,87.8,204.0,75.6,184.0,92.5,128.0,23.5,480.0,97.4,29.0,3,,4,,False,False,False,True,False
185.0,184.0,Tecnológico de Monterrey,Mexico,Americas,XL,FC,HI,B,53.8,149.0,91.4,47.0,62.5,223.0,2.4,701.0,20.8,589.0,10.6,701.0,56.6,670.0,96.1,43.0,54.4,,4,,3,,False,True,False,False,False
186.0,154.0,Cardiff University,United Kingdom,Europe,L,FC,VH,A,46.8,171.0,43.2,213.0,36.1,441.0,30.0,437.0,82.8,229.0,67.7,219.0,92.3,132.0,18.9,584.0,96.0,,3,,4,,False,False,False,True,False
187.0,184.0,École Normale Supérieure de Lyon,France,Europe,S,CO,VH,A,29.8,296.0,16.3,522.0,97.0,49.0,93.5,59.0,59.0,329.0,11.7,684.0,70.3,482.0,14.0,694.0,6.6,701.0,1,0.0,4,,False,False,False,True,False
188.0,214.0,Keio University,Japan,Asia,XL,FC,VH,B,53.0,151.0,91.6,46.0,57.2,257.0,5.1,701.0,9.4,701.0,10.2,701.0,57.5,658.0,91.4,69.0,59.0,,4,,4,,False,False,True,False,False
189.0,203.0,University of Ottawa,Canada,Americas,XL,FC,VH,A,26.2,340.0,23.3,406.0,3.5,701.0,81.3,106.0,91.7,179.0,77.8,181.0,93.0,119.0,39.8,323.0,92.9,72.0,4,,4,,False,True,False,False,False
190.0,184.0,Technische Universität Wien,Austria,Europe,M,FO,VH,A,33.9,258.0,50.4,178.0,12.5,701.0,73.8,139.0,85.5,218.0,90.4,120.0,71.6,457.0,19.1,577.0,11.3,,2,1.0,4,,False,False,False,True,False
191.0,205.0,Universität Hamburg,Germany,Europe,L,FO,VH,A,50.7,159.0,35.7,264.0,16.5,701.0,54.7,233.0,40.2,418.0,20.4,532.0,93.4,109.0,42.8,300.0,90.6,91.0,3,1.0,4,,False,False,False,True,False
192.0,216.0,Tongji University,China (Mainland),Asia,XL,FC,VH,A,31.8,276.0,16.9,508.0,29.1,533.0,96.9,44.0,54.5,345.0,26.5,457.0,72.9,442.0,24.0,473.0,81.4,147.0,4,,4,,False,False,True,False,False
193.0,209.0,Queen's University at Kingston,Canada,Americas,L,FC,VH,A,40.8,209.0,56.7,144.0,5.4,701.0,42.6,322.0,69.2,287.0,26.6,456.0,71.2,467.0,87.1,93.0,93.8,,3,,4,,False,True,False,False,False
194.0,187.0,University of Gothenburg,Sweden,Europe,L,FC,VH,A,35.4,247.0,18.3,481.0,60.9,235.0,33.6,394.0,90.0,191.0,78.2,180.0,94.2,91.0,63.1,189.0,92.8,73.0,3,,4,,False,False,False,True,False
194.0,194.0,Wuhan University,China (Mainland),Asia,XL,FC,VH,A,39.2,218.0,40.5,233.0,14.0,701.0,91.9,69.0,39.2,423.0,4.9,701.0,78.2,356.0,46.5,275.0,22.2,,4,,4,,False,False,True,False,False
196.0,166.0,Emory University,United States,Americas,L,FC,VH,B,25.2,349.0,19.0,469.0,93.8,70.0,78.4,120.0,52.2,355.0,33.9,399.0,85.6,237.0,22.8,502.0,37.0,,3,,4,,False,True,False,False,False
197.0,233.0,Deakin University,Australia,Oceania,XL,FC,VH,A,31.3,282.0,23.9,400.0,4.6,701.0,73.6,140.0,96.4,135.0,63.8,236.0,82.7,280.0,36.8,347.0,93.7,66.0,4,,4,,False,False,False,False,True
198.0,199.0,Universidad Autónoma de Madrid,Spain,Europe,XL,FC,VH,A,61.0,119.0,64.3,123.0,29.1,534.0,21.0,546.0,7.7,701.0,10.4,701.0,92.0,136.0,43.1,297.0,79.6,,4,,4,,False,False,False,True,False
198.0,182.0,University of Calgary,Canada,Americas,XL,FC,VH,A,37.9,227.0,44.5,207.0,18.1,701.0,40.3,350.0,77.7,246.0,66.2,225.0,85.2,243.0,53.3,236.0,93.3,,4,,4,,False,True,False,False,False
200.0,179.0,Arizona State University,United States,Americas,XL,CO,VH,A,48.6,165.0,44.1,209.0,7.4,701.0,47.1,289.0,52.1,357.0,37.2,378.0,95.7,66.0,23.6,479.0,96.3,,4,0.0,4,,False,True,False,False,False
200.0,203.0,King Saud University,Saudi Arabia,Asia,XL,FC,VH,A,39.4,216.0,28.7,332.0,54.3,281.0,40.0,354.0,99.4,98.0,15.0,622.0,95.1,75.0,99.0,17.0,33.0,,4,,4,,False,False,True,False,False
332.0,364.0,American University of Sharjah,United Arab Emirates,Asia,M,CO,VH,B,20.9,421.0,38.6,245.0,19.1,696.0,23.9,511.0,100.0,3.0,100.0,8.0,48.1,701.0,48.0,267.0,16.5,,2,0.0,4,,False,False,True,False,False
203.0,180.0,Université catholique de Louvain (UCLouvain),Belgium,Europe,L,FC,VH,B,48.4,168.0,25.9,367.0,4.6,701.0,55.0,230.0,91.0,186.0,47.6,306.0,89.9,169.0,76.4,135.0,27.1,,3,,4,,False,False,False,True,False
203.0,195.0,University of Minnesota Twin Cities,United States,Americas,XL,FC,VH,A,56.8,137.0,33.1,284.0,32.4,486.0,41.9,327.0,7.7,701.0,8.7,701.0,91.7,145.0,52.5,241.0,96.5,,4,,4,,False,True,False,False,False
205.0,192.0,Ecole des Ponts ParisTech,France,Europe,S,FO,VH,A,8.9,601.0,58.5,138.0,99.0,38.0,62.6,186.0,43.5,404.0,96.5,84.0,37.3,701.0,59.5,207.0,10.8,,1,1.0,4,,False,False,False,True,False
206.0,202.0,Queen's University Belfast,United Kingdom,Europe,L,FC,VH,A,35.4,249.0,33.6,279.0,28.6,543.0,40.6,345.0,100.0,74.0,98.2,67.0,92.8,124.0,9.9,701.0,88.9,,3,,4,,False,False,False,True,False
206.0,237.0,Universitas Indonesia,Indonesia,Asia,XL,FC,VH,A,53.8,148.0,79.2,79.0,55.7,268.0,2.1,701.0,88.3,202.0,7.1,701.0,37.2,701.0,77.3,131.0,32.7,,4,,4,,False,False,True,False,False
208.0,151.0,The Ohio State University,United States,Americas,XL,FC,VH,A,58.6,130.0,50.4,176.0,39.5,392.0,31.2,423.0,13.4,696.0,10.6,701.0,94.6,87.0,45.3,281.0,50.8,,4,,4,,False,True,False,False,False
209.0,215.0,Tel Aviv University,Israel,Asia,L,FC,VH,A,32.0,275.0,18.6,474.0,4.2,701.0,99.4,20.0,39.7,419.0,7.0,701.0,77.9,362.0,88.4,85.0,46.2,,3,,4,,False,False,True,False,False
210.0,233.0,National Tsing Hua University,Taiwan,Asia,M,CO,VH,A,54.8,143.0,71.2,99.0,28.0,549.0,49.6,268.0,9.5,701.0,11.1,695.0,45.0,701.0,16.3,629.0,32.1,,2,0.0,4,,False,False,True,False,False
211.0,225.0,Indian Institute of Science,India,Asia,S,SP,VH,A,45.7,181.0,26.3,362.0,37.9,419.0,99.9,11.0,3.7,701.0,1.5,701.0,39.1,701.0,13.1,701.0,23.7,,1,,4,,False,False,True,False,False
212.0,192.0,Albert-Ludwigs-Universitaet Freiburg,Germany,Europe,L,FC,VH,A,43.1,198.0,24.5,394.0,24.6,597.0,52.2,248.0,67.6,290.0,33.7,401.0,92.3,131.0,32.5,391.0,90.0,,3,,4,,False,False,False,True,False
213.0,189.0,Queensland University of Technology (QUT),Australia,Oceania,XL,CO,VH,A,39.8,214.0,33.1,285.0,8.1,701.0,59.9,202.0,97.9,122.0,20.7,530.0,83.4,274.0,19.0,581.0,89.4,100.0,4,0.0,4,,False,False,False,False,True
214.0,206.0,University of Otago,New Zealand,Oceania,L,FC,VH,A,45.0,187.0,24.6,388.0,12.8,701.0,38.8,361.0,100.0,50.0,37.6,375.0,79.5,332.0,59.1,208.0,96.0,48.0,3,,4,,False,False,False,False,True
215.0,228.0,National Cheng Kung University (NCKU),Taiwan,Asia,L,FC,VH,A,51.5,157.0,74.0,90.0,33.4,472.0,20.3,554.0,16.3,646.0,13.9,642.0,58.7,648.0,42.4,306.0,83.8,131.0,3,,4,,False,False,True,False,False
215.0,168.0,University of Florida,United States,Americas,XL,FC,VH,A,46.7,172.0,42.3,220.0,62.9,220.0,32.1,411.0,17.8,630.0,10.3,701.0,98.3,21.0,44.5,286.0,60.6,,4,,4,,False,True,False,False,False
217.0,242.0,La Trobe University,Australia,Oceania,L,CO,VH,A,23.6,370.0,19.8,457.0,8.0,701.0,77.7,123.0,92.6,172.0,95.0,97.0,78.6,345.0,19.6,570.0,78.4,,3,0.0,4,,False,False,False,False,True
218.0,169.0,"University of Maryland, College Park",United States,Americas,XL,FC,VH,A,48.6,167.0,29.4,317.0,32.5,484.0,55.0,231.0,20.9,588.0,16.2,603.0,92.3,133.0,41.2,311.0,54.4,,4,,4,,False,True,False,False,False
219.0,217.0,National Yang Ming Chiao Tung University,Taiwan,Asia,L,FC,VH,A,32.9,267.0,62.7,128.0,51.1,300.0,52.7,245.0,19.6,607.0,19.2,564.0,53.7,701.0,58.3,210.0,38.8,,3,,4,,False,False,True,False,False
