RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,SIZE_numeric,FOCUS_numeric,RES_numeric,STATUS_numeric,Region_Africa,Region_Americas,Region_Asia,Region_Europe,Region_Oceania
745.5,715.5,Victoria University ,Australia,Oceania,L,CO,HI,A,6.9,601.0,6.1,601.0,2.4,701.0,34.1,389.0,32.7,480.0,41.5,345.0,44.9,701.0,6.4,701.0,34.8,,3,0.0,3,,False,False,False,False,True
745.5,825.5,Vytautas Magnus University,Lithuania,Europe,M,FO,VH,A,10.4,601.0,16.8,512.0,41.8,371.0,2.4,701.0,26.7,520.0,47.8,304.0,48.1,701.0,21.6,529.0,6.7,701.0,2,1.0,4,,False,False,False,True,False
745.5,705.5,Wake Forest University,United States,Americas,M,FC,VH,B,5.1,601.0,6.3,601.0,100.0,10.0,8.6,701.0,3.2,701.0,10.9,701.0,42.8,701.0,15.4,648.0,1.7,701.0,2,,4,,False,True,False,False,False
755.5,655.5,Instituto Tecnológico Autónomo de México (ITAM),Mexico,Americas,S,SP,LO,B,15.2,578.0,31.0,302.0,13.9,701.0,1.6,701.0,51.0,363.0,1.4,701.0,7.7,701.0,77.1,133.0,1.0,701.0,1,,1,,False,True,False,False,False
755.5,825.5,Kaunas University of Technology,Lithuania,Europe,M,FO,VH,A,11.2,601.0,18.5,477.0,31.1,507.0,7.9,701.0,3.5,701.0,28.6,439.0,64.2,569.0,23.2,491.0,16.1,,2,1.0,4,,False,False,False,True,False
755.5,665.5,Tokyo University of Science,Japan,Asia,L,FO,VH,B,10.4,601.0,51.5,171.0,9.4,701.0,10.0,701.0,12.5,701.0,3.7,701.0,20.3,701.0,41.0,313.0,2.4,701.0,3,1.0,4,,False,False,True,False,False
755.5,825.5,Universidade de Brasília,Brazil,Americas,XL,FC,VH,A,25.3,348.0,7.9,601.0,7.1,701.0,4.2,701.0,10.8,701.0,1.5,701.0,67.5,514.0,29.6,420.0,35.1,,4,,4,,False,True,False,False,False
755.5,725.5,Universita' Politecnica delle Marche,Italy,Europe,M,FO,VH,A,5.9,601.0,2.8,601.0,10.1,701.0,48.4,275.0,4.9,701.0,6.3,701.0,77.7,366.0,1.9,701.0,6.4,701.0,2,1.0,4,,False,False,False,True,False
755.5,825.5,University of Calcutta,India,Asia,L,CO,VH,A,17.1,529.0,6.5,601.0,5.5,701.0,21.4,539.0,24.7,541.0,1.1,701.0,56.0,677.0,49.8,256.0,1.5,701.0,3,0.0,4,,False,False,True,False,False
755.5,795.5,University of Engineering & Technology (UET) Lahore,Pakistan,Asia,L,SP,VH,A,10.0,601.0,43.2,212.0,18.0,701.0,6.7,701.0,1.1,701.0,1.8,701.0,41.6,701.0,47.7,269.0,7.5,701.0,3,,4,,False,False,True,False,False
755.5,875.5,University of Malta,Malta,Europe,M,FC,HI,A,6.1,601.0,4.6,601.0,31.7,498.0,7.2,701.0,18.0,624.0,19.2,562.0,75.9,391.0,95.9,45.0,1.9,701.0,2,,3,,False,False,False,True,False
755.5,875.5,University of Messina (UniME),Italy,Europe,L,FC,VH,A,8.4,601.0,2.3,601.0,14.2,701.0,36.7,372.0,1.3,701.0,6.0,701.0,75.6,394.0,1.6,701.0,36.6,,3,,4,,False,False,False,True,False
765.5,735.5,"Adam Mickiewicz University, Poznan",Poland,Europe,L,CO,VH,A,16.0,553.0,9.1,601.0,33.3,473.0,4.8,701.0,7.7,701.0,8.3,701.0,86.7,218.0,7.5,701.0,31.6,,3,0.0,4,,False,False,False,True,False
765.5,875.5,King Faisal University,Saudi Arabia,Asia,L,FC,HI,A,16.4,545.0,12.7,601.0,14.5,701.0,2.7,701.0,98.0,121.0,3.9,701.0,59.3,640.0,8.7,701.0,1.5,701.0,3,,3,,False,False,True,False,False
765.5,825.5,Nanjing University of Aeronautics and Astronautics,China (Mainland),Asia,XL,FO,VH,A,5.5,601.0,3.4,601.0,12.4,701.0,57.8,213.0,5.3,701.0,3.0,701.0,39.7,701.0,1.4,701.0,1.6,701.0,4,1.0,4,,False,False,True,False,False
765.5,695.5,University of Cincinnati,United States,Americas,XL,FC,VH,A,11.0,601.0,6.0,601.0,19.4,687.0,22.9,521.0,4.3,701.0,12.4,670.0,69.0,499.0,25.3,462.0,22.5,,4,,4,,False,True,False,False,False
765.5,725.5,"University of Colorado, Denver ",United States,Americas,L,FC,HI,A,8.2,601.0,6.1,601.0,100.0,5.0,3.6,701.0,3.4,701.0,8.1,701.0,45.7,701.0,5.6,701.0,3.8,701.0,3,,3,,False,True,False,False,False
765.5,795.5,University of Patras,Greece,Europe,L,FC,VH,A,11.7,601.0,17.1,502.0,2.7,701.0,27.0,475.0,1.4,701.0,4.8,701.0,60.6,626.0,3.7,701.0,44.9,,3,,4,,False,False,False,True,False
775.5,735.5,Bournemouth University,United Kingdom,Europe,L,CO,HI,A,5.8,601.0,6.4,601.0,6.1,701.0,16.4,617.0,80.3,237.0,47.1,312.0,72.6,445.0,4.8,701.0,5.3,701.0,3,0.0,3,,False,False,False,True,False
775.5,705.5,Chiba University,Japan,Asia,L,FC,VH,A,16.6,542.0,8.5,601.0,66.1,197.0,8.8,701.0,7.5,701.0,4.3,701.0,28.9,701.0,3.8,701.0,8.7,695.0,3,,4,,False,False,True,False,False
775.5,825.5,China University of Geosciences,China (Mainland),Asia,L,FO,VH,A,5.1,601.0,1.4,601.0,53.6,284.0,31.8,415.0,1.5,701.0,2.7,701.0,67.0,523.0,1.4,701.0,4.0,701.0,3,1.0,4,,False,False,True,False,False
775.5,685.5,Colegio de México,Mexico,Americas,S,SP,VH,A,14.9,584.0,2.5,601.0,100.0,1.0,1.7,701.0,8.5,701.0,16.4,596.0,9.6,701.0,3.2,701.0,1.0,701.0,1,,4,,False,True,False,False,False
775.5,665.5,Holy Spirit University of Kaslik ,Lebanon,Asia,M,FO,HI,B,6.7,601.0,6.4,601.0,62.3,226.0,2.1,701.0,98.9,108.0,37.8,372.0,6.5,701.0,5.7,701.0,1.1,701.0,2,1.0,3,,False,False,True,False,False
775.5,715.5,Universidad del Rosario,Colombia,Americas,M,FC,HI,B,15.8,558.0,28.5,335.0,24.2,607.0,2.5,701.0,7.2,701.0,2.7,701.0,31.8,701.0,41.1,312.0,24.5,,2,,3,,False,True,False,False,False
775.5,975.5,Université de Tunis El Manar,Tunisia,Africa,L,FC,VH,A,9.4,601.0,4.3,601.0,26.0,573.0,5.1,701.0,39.5,421.0,7.8,701.0,82.1,288.0,54.1,230.0,16.3,,3,,4,,True,False,False,False,False
775.5,715.5,"University of Maryland, Baltimore County",United States,Americas,L,FC,HI,A,10.2,601.0,6.8,601.0,14.1,701.0,13.5,659.0,49.8,367.0,25.8,469.0,45.0,701.0,4.5,701.0,57.7,,3,,3,,False,True,False,False,False
775.5,825.5,University of Pecs,Hungary,Europe,L,FC,HI,A,14.3,601.0,11.9,601.0,41.4,377.0,2.8,701.0,9.3,701.0,64.3,233.0,40.3,701.0,4.0,701.0,11.3,,3,,3,,False,False,False,True,False
775.5,825.5,Verona University,Italy,Europe,L,FO,VH,A,9.1,601.0,2.7,601.0,4.1,701.0,41.6,333.0,4.5,701.0,4.2,701.0,71.0,468.0,3.1,701.0,22.5,,3,1.0,4,,False,False,False,True,False
785.5,825.5,Babes-Bolyai University,Romania,Europe,XL,CO,VH,A,15.5,569.0,19.5,463.0,5.3,701.0,4.4,701.0,7.8,701.0,3.8,701.0,80.1,321.0,26.7,445.0,42.7,354.0,4,0.0,4,,False,False,False,True,False
785.5,755.5,Kasetsart University,Thailand,Asia,XL,CO,VH,A,25.2,350.0,18.6,475.0,6.5,701.0,2.5,701.0,4.3,701.0,1.3,701.0,51.9,701.0,18.5,593.0,33.9,415.0,4,0.0,4,,False,False,True,False,False
785.5,925.5,Qassim University,Saudi Arabia,Asia,XL,FC,HI,A,10.6,601.0,5.0,601.0,33.9,465.0,1.8,701.0,98.3,117.0,7.9,701.0,68.3,511.0,2.4,701.0,9.3,,4,,3,,False,False,True,False,False
785.5,825.5,Texas Tech University,United States,Americas,XL,FC,HI,A,10.9,601.0,10.6,601.0,6.2,701.0,11.3,701.0,36.6,436.0,9.6,701.0,70.5,478.0,13.7,701.0,55.4,,4,,3,,False,True,False,False,False
785.5,645.5,The New School,United States,Americas,M,FO,VH,B,15.2,580.0,8.2,601.0,41.1,381.0,2.6,701.0,5.7,701.0,92.3,106.0,19.6,701.0,13.5,701.0,1.0,701.0,2,1.0,4,,False,True,False,False,False
785.5,825.5,Universidade Federal de Santa Catarina ,Brazil,Americas,XL,FC,VH,A,19.3,465.0,4.8,601.0,19.2,693.0,8.5,701.0,4.1,701.0,2.2,701.0,62.1,604.0,17.3,614.0,52.1,,4,,4,,False,True,False,False,False
785.5,825.5,University of Latvia,Latvia,Europe,L,FC,HI,A,11.5,601.0,16.7,515.0,5.9,701.0,5.3,701.0,12.1,701.0,5.1,701.0,71.5,460.0,90.4,75.0,9.8,,3,,3,,False,False,False,True,False
785.5,695.5,University of Mons ,Belgium,Europe,M,CO,VH,A,7.1,601.0,7.0,601.0,3.4,701.0,37.3,369.0,35.0,458.0,33.7,400.0,43.7,701.0,6.1,701.0,1.6,701.0,2,0.0,4,,False,False,False,True,False
795.5,735.5,Alfaisal University,Saudi Arabia,Asia,S,FO,VH,B,4.8,601.0,3.0,601.0,21.6,644.0,10.6,701.0,100.0,30.0,89.0,128.0,19.1,701.0,4.4,701.0,1.1,701.0,1,1.0,4,,False,False,True,False,False
795.5,825.5,Ivane Javakhishvili Tbilisi State University,Georgia,Asia,L,FO,HI,A,10.4,601.0,1.2,601.0,73.9,173.0,1.2,701.0,1.9,701.0,3.2,701.0,22.7,701.0,88.4,86.0,1.0,701.0,3,1.0,3,,False,False,True,False,False
795.5,785.5,Keele University ,United Kingdom,Europe,M,FC,VH,A,6.0,601.0,4.4,601.0,14.4,701.0,26.2,484.0,51.6,359.0,30.7,423.0,62.9,586.0,6.9,701.0,3.1,701.0,2,,4,,False,False,False,True,False
795.5,645.5,New Jersey Institute of Technology (NJIT),United States,Americas,M,FO,VH,A,4.8,601.0,6.7,601.0,10.2,701.0,30.4,433.0,31.5,487.0,52.9,278.0,29.1,701.0,5.1,701.0,26.5,,2,1.0,4,,False,True,False,False,False
795.5,775.5,Sechenov University,Russia,Europe,L,SP,VH,A,5.3,601.0,5.0,601.0,57.4,256.0,4.3,701.0,9.0,701.0,63.0,241.0,83.6,272.0,1.9,701.0,1.0,701.0,3,,4,,False,False,False,True,False
795.5,705.5,Universidad de Antioquia,Colombia,Americas,XL,FC,HI,A,29.1,303.0,20.8,440.0,4.1,701.0,4.3,701.0,3.7,701.0,1.2,701.0,48.1,701.0,20.4,556.0,2.9,701.0,4,,3,,False,True,False,False,False
795.5,685.5,University of Kentucky,United States,Americas,L,FC,VH,A,11.1,601.0,9.8,601.0,15.3,701.0,23.5,516.0,12.9,701.0,3.3,701.0,75.4,400.0,13.9,695.0,10.1,,3,,4,,False,True,False,False,False
795.5,635.5,University of New Mexico,United States,Americas,L,FC,VH,A,10.5,601.0,8.0,601.0,43.5,360.0,14.9,637.0,8.2,701.0,4.0,701.0,73.1,436.0,7.3,701.0,11.0,,3,,4,,False,True,False,False,False
795.5,875.5,Vellore Institute of Technology (VIT),India,Asia,XL,CO,VH,B,12.7,601.0,16.1,527.0,7.3,701.0,18.9,570.0,8.9,701.0,2.9,701.0,76.9,379.0,6.1,701.0,29.6,,4,0.0,4,,False,False,True,False,False
795.5,755.5,Wayne State University,United States,Americas,L,FC,VH,A,7.6,601.0,3.4,601.0,62.1,229.0,10.6,701.0,13.3,700.0,5.4,701.0,73.6,425.0,19.4,572.0,3.1,701.0,3,,4,,False,True,False,False,False
825.5,825.5,Al-Ahliyya Amman University,Jordan,Asia,M,FO,VH,B,9.6,601.0,10.1,601.0,9.4,701.0,2.7,701.0,75.5,260.0,100.0,28.0,16.9,701.0,4.6,701.0,1.5,701.0,2,1.0,4,,False,False,True,False,False
825.5,925.5,Alexandria University ,Egypt,Africa,XL,FC,VH,A,23.1,385.0,18.3,482.0,4.5,701.0,2.0,701.0,1.7,701.0,4.8,701.0,76.4,386.0,24.3,467.0,6.9,701.0,4,,4,,True,False,False,False,False
825.5,925.5,Ankara Üniversitesi,Turkey,Asia,XL,FC,HI,A,20.2,439.0,16.8,511.0,7.8,701.0,2.6,701.0,2.3,701.0,4.6,701.0,70.6,477.0,53.5,234.0,2.9,701.0,4,,3,,False,False,True,False,False
825.5,925.5,Asia University Taiwan,Taiwan,Asia,M,FO,VH,C,5.9,601.0,1.8,601.0,3.6,701.0,52.5,247.0,9.9,701.0,3.2,701.0,57.1,661.0,2.0,701.0,1.7,701.0,2,1.0,4,,False,False,True,False,False
825.5,825.5,Beijing University of Technology,China (Mainland),Asia,L,CO,VH,A,7.7,601.0,4.9,601.0,38.2,417.0,33.1,399.0,4.7,701.0,1.8,701.0,31.9,701.0,4.2,701.0,1.6,701.0,3,0.0,4,,False,False,True,False,False
825.5,975.5,"Birla Institute of Technology and Science, Pilani",India,Asia,L,CO,VH,B,11.0,601.0,19.7,459.0,8.0,701.0,20.4,552.0,2.2,701.0,2.5,701.0,37.6,701.0,25.4,461.0,30.4,442.0,3,0.0,4,,False,False,True,False,False
825.5,825.5,Edinburgh Napier University,United Kingdom,Europe,L,CO,HI,A,5.0,601.0,5.0,601.0,4.0,701.0,11.8,698.0,77.5,248.0,86.0,146.0,60.1,633.0,4.9,701.0,2.2,701.0,3,0.0,3,,False,False,False,True,False
825.5,875.5,Gdansk University of Technology,Poland,Europe,L,FO,VH,A,9.4,601.0,15.2,553.0,29.6,527.0,12.7,676.0,5.3,701.0,4.0,701.0,65.8,546.0,3.2,701.0,33.3,,3,1.0,4,,False,False,False,True,False
825.5,875.5,Huazhong Agricultural University,China (Mainland),Asia,XL,CO,VH,A,4.2,601.0,2.1,601.0,6.0,701.0,59.7,204.0,3.7,701.0,1.6,701.0,31.6,701.0,3.0,701.0,2.9,701.0,4,0.0,4,,False,False,True,False,False
825.5,825.5,Immanuel Kant Baltic Federal University,Russia,Europe,M,CO,VH,A,7.6,601.0,2.5,601.0,79.4,142.0,1.8,701.0,21.8,572.0,40.2,353.0,35.2,701.0,1.9,701.0,1.2,701.0,2,0.0,4,,False,False,False,True,False
825.5,745.5,Instituto Politécnico Nacional (IPN),Mexico,Americas,XL,FO,VH,A,19.1,471.0,28.8,328.0,9.1,701.0,2.0,701.0,2.2,701.0,1.1,701.0,46.0,701.0,6.8,701.0,35.7,,4,1.0,4,,False,True,False,False,False
825.5,825.5,Jouf University,Saudi Arabia,Asia,L,FC,HI,A,11.7,601.0,5.1,601.0,37.1,433.0,2.3,701.0,100.0,32.0,2.6,701.0,43.5,701.0,2.4,701.0,1.0,701.0,3,,3,,False,False,True,False,False
825.5,785.5,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,Asia,M,FC,MD,A,16.7,537.0,27.9,343.0,44.6,347.0,1.2,701.0,7.1,701.0,16.3,599.0,3.2,701.0,7.7,701.0,1.5,701.0,2,,2,,False,False,True,False,False
825.5,875.5,Kuwait University,Kuwait,Asia,L,FC,HI,A,14.7,593.0,7.9,601.0,6.8,701.0,2.9,701.0,20.4,591.0,19.4,558.0,39.3,701.0,93.8,58.0,17.1,562.0,3,,3,,False,False,True,False,False
825.5,755.5,Liverpool John Moores University,United Kingdom,Europe,L,CO,VH,A,10.0,601.0,6.8,601.0,8.0,701.0,12.3,683.0,46.7,384.0,22.4,513.0,87.7,201.0,5.4,701.0,13.6,604.0,3,0.0,4,,False,False,False,True,False
825.5,875.5,London South Bank University,United Kingdom,Europe,L,CO,HI,A,3.3,601.0,2.9,601.0,9.1,701.0,4.4,701.0,87.1,211.0,96.8,81.0,47.6,701.0,8.5,701.0,15.4,,3,0.0,3,,False,False,False,True,False
825.5,825.5,Maynooth University,Ireland,Europe,M,FO,VH,A,10.4,601.0,7.7,601.0,9.2,701.0,12.7,673.0,87.4,207.0,16.7,591.0,48.5,701.0,9.2,701.0,6.4,701.0,2,1.0,4,,False,False,False,True,False
825.5,735.5,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,Europe,L,CO,VH,A,16.2,549.0,31.8,297.0,37.4,429.0,1.5,701.0,1.0,701.0,2.0,701.0,20.4,701.0,21.3,539.0,4.3,701.0,3,0.0,4,,False,False,False,True,False
825.5,925.5,Ocean University of China,China (Mainland),Asia,L,FC,VH,A,5.4,601.0,2.7,601.0,9.4,701.0,50.5,258.0,3.2,701.0,1.9,701.0,51.1,701.0,3.0,701.0,4.0,701.0,3,,4,,False,False,True,False,False
825.5,765.5,Philipps-Universität Marburg ,Germany,Europe,L,FC,HI,A,12.7,601.0,8.8,601.0,5.2,701.0,25.0,498.0,14.9,666.0,20.7,529.0,61.6,607.0,4.8,701.0,5.1,701.0,3,,3,,False,False,False,True,False
825.5,685.5,Pontificia Universidad Católica de Valparaíso,Chile,Americas,L,CO,VH,B,27.0,325.0,24.4,395.0,4.7,701.0,6.6,701.0,11.3,701.0,1.6,701.0,39.9,701.0,8.7,701.0,1.6,701.0,3,0.0,4,,False,True,False,False,False
825.5,775.5,Rutgers UniversityNewark,United States,Americas,M,CO,VH,A,10.1,601.0,4.9,601.0,17.5,701.0,17.6,587.0,25.3,529.0,32.7,408.0,27.9,701.0,36.9,346.0,29.3,,2,0.0,4,,False,True,False,False,False
825.5,785.5,Syracuse University,United States,Americas,L,CO,VH,B,12.9,601.0,8.7,601.0,11.6,701.0,10.6,701.0,5.8,701.0,39.3,357.0,55.5,684.0,42.7,301.0,11.6,,3,0.0,4,,False,True,False,False,False
825.5,785.5,The Catholic University of Korea ,South Korea,Asia,M,FC,VH,B,4.5,601.0,2.9,601.0,98.6,42.0,14.1,652.0,3.8,701.0,22.5,511.0,10.5,701.0,1.9,701.0,6.5,701.0,2,,4,,False,False,True,False,False
825.5,875.5,Toronto Metropolitan University,Canada,Americas,XL,CO,VH,A,8.0,601.0,12.0,601.0,1.8,701.0,26.4,481.0,35.4,453.0,8.1,701.0,57.0,662.0,15.1,660.0,3.8,701.0,4,0.0,4,,False,True,False,False,False
825.5,875.5,TU Dortmund University,Germany,Europe,L,CO,VH,A,14.1,601.0,16.0,532.0,28.1,548.0,6.2,701.0,22.4,564.0,17.1,584.0,61.1,616.0,6.8,701.0,3.7,701.0,3,0.0,4,,False,False,False,True,False
825.5,775.5,Universidad Anáhuac México,Mexico,Americas,L,CO,MD,B,13.1,601.0,20.4,446.0,50.0,308.0,1.1,701.0,5.3,701.0,3.0,701.0,5.8,701.0,61.8,194.0,1.0,701.0,3,0.0,2,,False,True,False,False,False
825.5,695.5,Universidad Iberoamericana IBERO,Mexico,Americas,M,FC,MD,B,18.5,487.0,24.3,398.0,32.3,488.0,1.3,701.0,5.4,701.0,2.2,701.0,5.2,701.0,63.6,185.0,1.1,701.0,2,,2,,False,True,False,False,False
825.5,825.5,Universidad San Francisco de Quito (USFQ),Ecuador,Americas,M,FC,HI,B,16.0,554.0,8.6,601.0,40.1,390.0,2.4,701.0,53.1,352.0,1.9,701.0,24.9,701.0,13.2,701.0,21.5,,2,,3,,False,True,False,False,False
825.5,665.5,Università degli Studi di Perugia,Italy,Europe,L,FC,VH,A,9.1,601.0,2.3,601.0,3.5,701.0,40.9,341.0,6.4,701.0,5.4,701.0,65.9,542.0,1.7,701.0,11.5,,3,,4,,False,False,False,True,False
825.5,825.5,Universitas Brawijaya ,Indonesia,Asia,XL,FC,HI,A,19.2,469.0,42.4,219.0,11.5,701.0,1.4,701.0,13.7,692.0,1.4,701.0,19.6,701.0,13.1,701.0,9.0,690.0,4,,3,,False,False,True,False,False
825.5,775.5,Universität Duisburg-Essen,Germany,Europe,XL,FC,VH,A,11.3,601.0,4.2,601.0,13.2,701.0,11.2,701.0,35.0,457.0,39.4,355.0,81.4,298.0,12.2,701.0,5.9,701.0,4,,4,,False,False,False,True,False
825.5,725.5,Université de Lorraine,France,Europe,XL,FO,VH,A,13.6,601.0,3.3,601.0,7.0,701.0,12.9,668.0,27.6,512.0,27.4,453.0,95.9,59.0,14.8,669.0,11.8,,4,1.0,4,,False,False,False,True,False
825.5,825.5,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Asia,L,FC,HI,B,14.0,601.0,30.9,304.0,12.4,701.0,5.8,701.0,12.7,701.0,4.9,701.0,45.5,701.0,3.8,701.0,26.5,,3,,3,,False,False,True,False,False
825.5,785.5,University of Alaska Fairbanks,United States,Americas,S,CO,VH,A,2.7,601.0,2.0,601.0,98.8,41.0,12.9,670.0,4.8,701.0,3.0,701.0,42.6,701.0,4.2,701.0,2.5,701.0,1,0.0,4,,False,True,False,False,False
825.5,825.5,University of Alicante,Spain,Europe,L,FC,VH,A,13.5,601.0,6.7,601.0,25.3,588.0,7.7,701.0,7.3,701.0,12.8,662.0,71.7,454.0,7.6,701.0,31.3,,3,,4,,False,False,False,True,False
825.5,975.5,University of Baghdad,Iraq,Asia,XL,FC,VH,A,11.0,601.0,16.9,509.0,24.6,598.0,1.5,701.0,2.4,701.0,1.1,701.0,63.5,580.0,72.7,148.0,3.1,701.0,4,,4,,False,False,True,False,False
825.5,745.5,University of Bari,Italy,Europe,L,FO,VH,A,12.4,601.0,3.0,601.0,4.6,701.0,25.0,497.0,4.9,701.0,2.0,701.0,81.6,292.0,7.7,701.0,25.7,,3,1.0,4,,False,False,False,True,False
825.5,775.5,University of Brighton,United Kingdom,Europe,L,FO,VH,A,7.9,601.0,6.1,601.0,8.5,701.0,14.9,639.0,54.8,340.0,51.1,288.0,72.5,446.0,6.1,701.0,6.5,701.0,3,1.0,4,,False,False,False,True,False
825.5,875.5,University of Bucharest,Romania,Europe,XL,FO,VH,A,15.2,577.0,19.5,462.0,7.1,701.0,4.2,701.0,2.6,701.0,2.0,701.0,69.1,498.0,53.4,235.0,25.7,,4,1.0,4,,False,False,False,True,False
825.5,825.5,University of Hyderabad,India,Asia,M,FC,VH,A,13.2,601.0,3.0,601.0,14.5,701.0,41.5,335.0,1.9,701.0,2.0,701.0,27.0,701.0,3.1,701.0,1.2,701.0,2,,4,,False,False,True,False,False
825.5,725.5,University of Oregon,United States,Americas,L,CO,VH,A,18.3,496.0,9.4,601.0,9.4,701.0,18.5,573.0,7.6,701.0,3.6,701.0,53.4,701.0,23.3,485.0,16.1,,3,0.0,4,,False,True,False,False,False
825.5,925.5,University of Petroleum and Energy Studies (UPES),India,Asia,M,FO,VH,C,21.8,405.0,6.1,601.0,39.5,391.0,3.4,701.0,18.2,622.0,1.2,701.0,56.9,666.0,1.9,701.0,1.0,701.0,2,1.0,4,,False,False,True,False,False
825.5,825.5,University of Salerno,Italy,Europe,L,FC,VH,A,8.6,601.0,2.4,601.0,5.6,701.0,37.1,370.0,3.3,701.0,1.6,701.0,87.4,205.0,4.0,701.0,19.2,,3,,4,,False,False,False,True,False
825.5,755.5,University of Ulsan ,South Korea,Asia,M,FC,VH,B,5.0,601.0,2.3,601.0,60.0,241.0,33.6,392.0,2.0,701.0,2.4,701.0,28.8,701.0,3.8,701.0,5.6,701.0,2,,4,,False,False,True,False,False
875.5,925.5,AGH University of Science and Technology,Poland,Europe,L,CO,VH,A,9.6,601.0,13.9,587.0,41.5,376.0,6.5,701.0,2.9,701.0,5.3,701.0,75.6,395.0,3.2,701.0,1.7,701.0,3,0.0,4,,False,False,False,True,False
875.5,1100.5,Al-Quds University,"Palestinian Territory, Occupied",Asia,M,FC,MD,A,5.8,601.0,14.6,568.0,12.7,701.0,1.7,701.0,61.5,318.0,66.8,222.0,30.6,701.0,23.5,482.0,3.0,701.0,2,,2,,False,False,True,False,False
875.5,825.5,Charles Sturt University ,Australia,Oceania,L,CO,VH,A,5.1,601.0,5.4,601.0,8.2,701.0,8.1,701.0,45.4,395.0,47.9,303.0,53.4,701.0,7.4,701.0,41.7,357.0,3,0.0,4,,False,False,False,False,True
875.5,875.5,Chonnam National University,South Korea,Asia,L,FC,VH,A,9.3,601.0,4.7,601.0,45.4,341.0,12.4,682.0,9.0,701.0,7.3,701.0,28.5,701.0,4.7,701.0,44.3,,3,,4,,False,False,True,False,False
875.5,875.5,Chungnam National University,South Korea,Asia,L,FC,VH,A,8.8,601.0,7.8,601.0,46.3,334.0,10.7,701.0,7.2,701.0,9.2,701.0,32.7,701.0,5.0,701.0,25.7,,3,,4,,False,False,True,False,False
875.5,795.5,Clarkson University,United States,Americas,S,CO,VH,B,1.3,601.0,1.9,601.0,13.5,701.0,41.8,329.0,48.5,374.0,15.0,623.0,30.6,701.0,7.9,701.0,1.2,701.0,1,0.0,4,,False,True,False,False,False
875.5,875.5,CY Cergy Paris University,France,Europe,M,FO,VH,A,3.7,601.0,2.5,601.0,49.5,317.0,5.0,701.0,47.2,378.0,45.9,320.0,46.0,701.0,1.5,701.0,1.4,701.0,2,1.0,4,,False,False,False,True,False
875.5,925.5,Donghua University,China (Mainland),Asia,L,FO,VH,A,3.8,601.0,1.6,601.0,25.5,582.0,47.3,286.0,2.2,701.0,3.1,701.0,31.1,701.0,3.7,701.0,1.1,701.0,3,1.0,4,,False,False,True,False,False
875.5,875.5,Georgia State University,United States,Americas,L,CO,VH,A,11.3,601.0,14.2,580.0,4.3,701.0,22.4,526.0,4.8,701.0,10.4,701.0,62.3,600.0,18.2,599.0,7.2,701.0,3,0.0,4,,False,True,False,False,False
875.5,875.5,Gulf University for Science and Technology,Kuwait,Asia,S,FO,HI,C,14.6,597.0,9.3,601.0,11.2,701.0,4.8,701.0,100.0,18.0,27.7,448.0,9.3,701.0,11.0,701.0,1.1,701.0,1,1.0,3,,False,False,True,False,False
875.5,975.5,Jamia Millia Islamia,India,Asia,M,CO,VH,A,9.3,601.0,3.1,601.0,33.6,470.0,26.0,486.0,3.2,701.0,5.2,701.0,43.0,701.0,1.9,701.0,1.6,701.0,2,0.0,4,,False,False,True,False,False
875.5,875.5,Kansas State University ,United States,Americas,L,CO,VH,A,8.2,601.0,6.7,601.0,10.3,701.0,22.1,531.0,10.1,701.0,4.6,701.0,74.9,411.0,13.5,701.0,10.2,660.0,3,0.0,4,,False,True,False,False,False
875.5,825.5,Karaganda State Technical University,Kazakhstan,Asia,M,FO,HI,A,9.7,601.0,7.7,601.0,84.6,109.0,1.1,701.0,10.0,701.0,18.8,572.0,2.4,701.0,5.8,701.0,1.2,701.0,2,1.0,3,,False,False,True,False,False
875.5,925.5,Mendel University in Brno,Czech Republic,Europe,M,FO,VH,A,6.2,601.0,6.5,601.0,55.1,276.0,4.1,701.0,11.2,701.0,32.1,413.0,59.1,643.0,3.8,701.0,1.2,701.0,2,1.0,4,,False,False,False,True,False
875.5,825.5,Nagasaki University,Japan,Asia,M,FO,VH,A,6.9,601.0,2.3,601.0,81.0,127.0,6.3,701.0,5.8,701.0,4.7,701.0,49.2,701.0,3.0,701.0,2.1,701.0,2,1.0,4,,False,False,True,False,False
875.5,825.5,North-West University,South Africa,Africa,XL,CO,VH,A,7.4,601.0,11.0,601.0,4.9,701.0,14.9,638.0,6.6,701.0,2.0,701.0,92.9,122.0,16.7,619.0,28.4,,4,0.0,4,,True,False,False,False,False
